FirstServer,"On first run, \nyou need to connect to the server.\nConnecting to the server failed.\nPlease try again later.\n({0})",최초 실행시에는 \n서버와 연결이 필요합니다.\n서버 연결에 실패했습니다.\n잠시 후 다시 시도해주세요.\n({0}),初回起動時にサーバー接続が必要です。\n接続に失敗しました。<br>しばらくしてから再試行してください。({0}),首次运行时需要连接服务器。\n连接失败。\n请稍后重试。\n({0}),首次執行時需要連接伺服器。\n連接失敗。\n請稍後重試。\n({0}),Une connexion au serveur est nécessaire au premier lancement.\nÉchec de la connexion.<br>Veuillez réessayer plus tard.\n({0}),Es necesario conectarse al servidor en el primer inicio.\nError de conexión.<br>Inténtalo más tarde.\n({0}),È necessaria una connessione al server al primo avvio.\nConnessione non riuscita.<br>Riprova più tardi.({0}),Beim ersten Start ist eine Serververbindung erforderlich.\nVerbindung fehlgeschlagen.\nBitte versuche es später erneut.\n({0}),Falha ao conectar ao servidor.\nTente novamente.\n({0}),Ошибка подключения к серверу.\nПовторите позже.\n({0}),Gagal terhubung ke server.\nCoba lagi.\n({0}),Kết nối máy chủ thất bại.\nThử lại sau.\n({0}),เชื่อมต่อเซิร์ฟเวอร์ไม่สำเร็จ\nโปรดลองใหม่\n({0}),Sunucu bağlantısı başarısız.\nLütfen tekrar deneyin.\n({0})
ServerMaintenance,The server is under maintenance.\nYou will need to connect to the server\nwhen you run it for the first time.,서버점검중입니다.\n최초 실행시에는 서버와 연결이 필요합니다.,サーバーメンテナンス中です。\n初回起動時にはサーバー接続が必要です。,服务器维护中。\n首次运行时需要连接服务器。,伺服器維護中。\n首次執行時需要連接伺服器。,Le serveur est en maintenance.\nUne connexion au serveur est nécessaire au premier lancement.,El servidor está en mantenimiento.\nEs necesario conectarse al servidor en el primer inicio.,Il server è in manutenzione.\nÈ necessaria una connessione al server al primo avvio.,Serverwartung läuft.\nBeim ersten Start ist eine Serververbindung erforderlich.,Servidor em manutenção.,Сервер на обслуживании.,Server dalam pemeliharaan.,Máy chủ đang bảo trì.,เซิร์ฟเวอร์กำลังปิดปรับปรุง,Sunucu bakımda.
Select again,Select again,다시선택,再選択,重新选择,重新選擇,Resélectionner,Seleccionar de nuevo,Seleziona di nuovo,Erneut auswählen,Selecionar novamente,Выбрать снова,Pilih lagi,Chọn lại,เลือกอีกครั้ง,Tekrar seç
Select,Select,선택,選択,选择,選擇,Sélectionner,Seleccionar,Seleziona,Auswählen,Selecionar,Выбрать,Pilih,Chọn,เลือก,Seç
NickName,NickName,별명 ,ニックネーム,昵称,暱稱,Pseudo,Nombre,Nome,Spitzname,Apelido,Никнейм,Nama Panggilan,Biệt danh,ชื่อเล่น,Kullanıcı adı
Gold,Gold,골드,ゴールド,金币,金幣,Or,Oro,Oro,Gold,Ouro,Золото,Emas,Vàng,ทอง,Altın
Level,Level,레벨,レベル,等级,等級,Niveau,Nivel,Livello,Level,Nível,Уровень,Level,Cấp độ,เลเวล,Seviye
Edit,Edit,수정,編集,编辑,編輯,Modifier,Editar,Modifica,Bearbeiten,Editar,Редактировать,Edit,Chỉnh sửa,แก้ไข,Düzenle
Restore Purchase,Restore Purchase,구매복구,購入を復元,恢复购买,恢復購買,Restaurer l’achat,Restaurar compra,Ripristina acquisto,Kauf wiederherstellen,Restaurar Compras,Восстановить покупки,Pulihkan Pembelian,Khôi phục mua hàng,กู้คืนการซื้อ,Satın Almaları Geri Yükle
Delete Account,Delete Account,계정삭제,アカウント削除,删除账户,刪除帳號,Supprimer le compte,Eliminar cuenta,Elimina account,Konto löschen,Excluir Conta,Удалить аккаунт,Hapus Akun,Xóa tài khoản,ลบบัญชี,Hesabı Sil
Link Account,Link Account,계정연동,アカウント連携,账户绑定,帳號綁定,Lier le compte,Vincular cuenta,Collega account,Konto verknüpfen,Vincular Conta,Привязать аккаунт,Tautkan Akun,Liên kết tài khoản,เชื่อมบัญชี,Hesabı Bağla
Log Out,Log Out,로그아웃,ログアウト,登出,登出,Se déconnecter,Cerrar sesión,Disconnetti,Abmelden,Sair,Выйти,Logout,Đăng xuất,ออกจากระบบ,Çıkış Yap
Notifications,Notifications,알림,通知,通知,通知,Notifications,Notificaciones,Notifiche,Benachrichtigungen,Notificações,Уведомления,Notifikasi,Thông báo,การแจ้งเตือน,Bildirimler
GuestID,Guest ID :,게스트 ID :,ゲスト ID :,游客 ID :,遊客 ID :,ID Invité :,ID de invitado :,ID ospite :,Gast-ID :,ID Convidado:,ID Гостя:,ID Tamu:,ID Khách:,ไอดีผู้เล่นใหม่:,Misafir ID:
InviteMessage,{0}\nSolve thousands of matchstick puzzles by difficulty!\nShow your skills now!\n{1},{0}\n수 천개의 난이도별 성냥개비 퍼즐!!\n지금 바로 당신의 능력을 보여주세요\n{1},{0}数千の難易度別マッチ棒パズル!!\n今すぐあなたの実力を見せてください！\n{1},{0}数千个不同难度的火柴谜题！\n现在就展示你的实力吧！\n{1},{0}數千個不同難度的火柴謎題！\n現在就展示你的實力吧！\n{1},{0}Résolvez des milliers d’énigmes d’allumettes par difficulté !\nMontrez vos compétences maintenant !\n{1},{0}¡Resuelve miles de rompecabezas de cerillas por dificultad!\n¡Demuestra tus habilidades ahora!\n{1},{0}Risolvi migliaia di puzzle con fiammiferi per difficoltà!Mostra le tue abilità ora!\n{1},{0}Löse Tausende Streichholzrätsel nach Schwierigkeit!\nZeige jetzt dein Können!\n{1},{0}Resolva milhares de puzzles!\nMostre sua habilidade!\n{1},{0}Решайте тысячи головоломок!\nПокажите свой навык!\n{1},{0}Selesaikan ribuan teka-teki stik!\nTunjukkan kemampuanmu!\n{1},{0}Giải hàng ngàn câu đố diêm!\nThể hiện kỹ năng của bạn!\n{1},{0}แก้ปริศนานับพัน!\nแสดงฝีมือของคุณ!\n{1},{0}Binlerce çözülebilir çöpşiş bilmecesini çöz!\nŞimdi yeteneğini göster!\n{1}
Share App,Share App,앱 공유,アプリを共有,分享应用,分享應用,Partager l’application,Compartir aplicación,Condividi app,App teilen,Compartilhar App,Поделиться,Bagikan Aplikasi,Chia sẻ ứng dụng,แชร์แอป,Uygulamayı Paylaş
Advertising receive,{0} Advertising information has been\nprocessed as <color=#FF8436>consent to receive</color>.,{0} 광고성 정보가 \n<color=#FF8436>수신 동의</color> 처리되었습니다.,{0} の広告情報は<color=#FF8436>受信同意</color>として処理されました。,{0} 的广告信息已被处理为<color=#FF8436>同意接收</color>。,{0} 的廣告資訊已被處理為<color=#FF8436>同意接收</color>。,Les informations publicitaires de {0} ont été traitées comme un <color=#FF8436>consentement à recevoir</color>.,La información publicitaria de {0} se ha procesado como <color=#FF8436>consentimiento para recibir</color>.,Le informazioni pubblicitarie di {0} sono state elaborate come <color=#FF8436>consenso alla ricezione</color>.,Die Werbeinformationen von {0} wurden als <color=#FF8436>Zustimmung zum Empfang</color> verarbeitet.,Informação marcada como aceita.,Реклама: согласие получено.,Informasi iklan disetujui.,Thông tin quảng cáo: đồng ý.,ยินยอมรับข้อมูลโฆษณาแล้ว,Reklam bilgisi kabul edildi.
Advertising rejected,{0} Advertising information has been\nprocessed as <color=#FF8436>rejected</color>.,{0} 광고성 정보가 \n<color=#FF8436>수신 거부</color> 처리되었습니다.,{0} の広告情報は<color=#FF8436>受信拒否</color>として処理されました。,{0} 的广告信息已被处理为<color=#FF8436>拒绝接收</color>。,{0} 的廣告資訊已被處理為<color=#FF8436>拒絕接收</color>。,Les informations publicitaires de {0} ont été traitées comme un <color=#FF8436>refus</color>.,La información publicitaria de {0} se ha procesado como <color=#FF8436>rechazada</color>.,Le informazioni pubblicitarie di {0} sono state elaborate come <color=#FF8436>rifiutate</color>.,Die Werbeinformationen von {0} wurden als <color=#FF8436>abgelehnt</color> verarbeitet.,Informação marcada como rejeitada.,Реклама: отклонено.,Informasi iklan ditolak.,Thông tin quảng cáo: từ chối.,ปฏิเสธข้อมูลโฆษณาแล้ว,Reklam bilgisi reddedildi.
Select user record,Select user record,사용자 기록 선택,ユーザー記録を選択,选择用户记录,選擇使用者紀錄,Sélectionner l’utilisateur,Seleccionar registro de usuario,Seleziona record utente,Benutzeraufzeichnung auswählen,Selecionar registro,Выбрать запись,Pilih data pemain,Chọn dữ liệu người chơi,เลือกข้อมูลผู้เล่น,Kullanıcı kaydı seç
Your previous play record,Your previous play record has been confirmed.\nPlease select the information you wish to proceed with.,이전 플레이 기록이 확인되었습니다.\n진행할 정보를 선택해주세요.,前回のプレイ記録が確認されました。\n続行する情報を選択してください。,已确认之前的游戏记录。\n请选择要继续的信息。,已確認之前的遊戲紀錄。\n請選擇要繼續的資訊。,Votre précédent enregistrement de jeu a été confirmé.\nVeuillez sélectionner les informations à poursuivre.,Se ha confirmado tu registro anterior de juego.\nSelecciona la información que deseas continuar.,Il tuo record di gioco precedente è stato confermato.Seleziona le informazioni con cui continuare.,"Dein vorheriger Spielstand wurde bestätigt.Bitte wähle die Informationen,\nmit denen du fortfahren möchtest.",Registro anterior confirmado.\nSelecione como deseja prosseguir.,Обнаружена предыдущая запись.\nВыберите действие.,Data permainan sebelumnya ditemukan.\nPilih data lanjutan.,Đã phát hiện dữ liệu cũ.\nChọn dữ liệu để tiếp tục.,พบข้อมูลเก่า\nเลือกข้อมูลเพื่อเล่นต่อ,Önceki oyun kayıtları bulundu.\nDevam etmek için birini seçin.
Previous play record,Previous play record,이전 플레이 기록,前回のプレイ記録,之前的游戏记录,之前的遊戲紀錄,Enregistrement précédent,Registro anterior,Record precedente,Vorheriger Spielstand,Registro anterior,Предыдущая запись,Data sebelumnya,Dữ liệu cũ,ข้อมูลเก่า,Önceki kayıt
Current play record,Current play record,현재 플레이 기록,現在のプレイ記録,当前游戏记录,當前的遊戲紀錄,Enregistrement actuel,Registro actual,Record attuale,Aktueller Spielstand,Registro atual,Текущая запись,Data saat ini,Dữ liệu hiện tại,ข้อมูลปัจจุบัน,Güncel kayıt
information below,You can play the game with the information below.,아래의 정보로 게임을 플레이 하실 수 있습니다.,以下の情報でゲームをプレイできます。,您可以使用以下信息进行游戏。,您可以使用以下資訊進行遊戲。,Vous pouvez jouer avec les informations ci-dessous.,Puedes jugar con la información a continuación.,Puoi giocare con le informazioni riportate di seguito.,Du kannst mit den folgenden Informationen spielen.,Use as informações abaixo.,Используйте данные ниже.,Gunakan data berikut.,Sử dụng dữ liệu bên dưới.,ใช้ข้อมูลด้านล่าง,Aşağıdaki bilgilerle oynayabilirsiniz.
saved,It has been saved.,저장 되었습니다.,保存されました。,已保存。,已儲存。,Enregistré.,Guardado.,Salvato.,Gespeichert.,Salvo.,Сохранено.,Tersimpan.,Đã lưu.,บันทึกแล้ว,Kaydedildi.
Changes cannot saving,Changes cannot be made after saving.\nDo you want to save it as a record below?,저장 후에는 변경이 불가합니다.\n아래의 기록으로 저장하시겠습니까?,保存後は変更できません。\nこの記録で保存しますか？,保存后将无法更改。\n是否保存为以下记录？,儲存後將無法更改。\n是否儲存為以下紀錄？,Aucune modification possible après l’enregistrement.\nSouhaitez-vous enregistrer ces informations ?,No se pueden hacer cambios después de guardar.\n¿Deseas guardar este registro?,Non è possibile modificare dopo il salvataggio.Vuoi salvare questo record?,Nach dem Speichern sind keine Änderungen mehr möglich.\nMöchtest du diesen Datensatz speichern?,Não será possível alterar.\nSalvar assim?,Изменить будет нельзя.\nСохранить?,Tidak bisa diubah.\nSimpan sekarang?,Không thể sửa đổi.\nLưu dữ liệu này?,บันทึกข้อมูลนี้หรือไม่?,Kaydettikten sonra değiştirilemez.\nBu kayıt olarak kaydedilsin mi?
Failed to connect to Game Center,Failed to connect to Game Center,Game Center 연결 실패,Game Center接続に失敗しました。,连接Game Center失败。,連接Game Center 失敗。,Échec de connexion à Game Center.,Error al conectar con Game Center.,Connessione a Game Center non riuscita.,Verbindung zu Game Center fehlgeschlagen.,Falha ao conectar ao Game Center,Ошибка Game Center,Gagal terhubung ke Game Center,Lỗi kết nối Game Center,เชื่อมต่อ Game Center ไม่สำเร็จ,Game Center bağlantısı başarısız
Failed Game Center Achievements,You need to connect to Game Center\nto access the Achievements menu.,Game Center를 연결해야\n업적 메뉴를 이용할 수 있습니다.,Game Centerに接続して実績メニューを利用してください。,您需要连接Game Center才能访问成就菜单。,您需要連接 Game Center 才能訪問成就選單。,Connectez-vous à Game Center pour accéder au menu des succès.,Conéctate a Game Center para acceder al menú de logros.,Connettiti a Game Center per accedere al menu dei successi.,"Verbinde dich mit dem Game Center, um auf das Erfolgsmenü zuzugreifen.",Conecte ao Game Center para conquistas.,Подключитесь к GC для достижений.,Hubungkan Game Center untuk pencapaian.,Kết nối Game Center để xem thành tựu.,ต้องเชื่อมต่อ Game Center เพื่อดูความสำเร็จ,Başarılar için Game Center'a bağlanmanız gerekiyor.
Failed to connect to Google Play Games,Failed to connect to Google Play Games,Play게임 서비스 연결 실패,Google Playゲーム接続に失敗しました。,连接Google Play游戏失败。,連接 Google Play 遊戲失敗。,Échec de connexion à Google Play Jeux.,Error al conectar con Google Play Games.,Connessione a Google Play Games non riuscita.,Verbindung zu Google Play Games fehlgeschlagen.,Falha no Google Play Games,Ошибка Google Play Games,Gagal terhubung ke Google Play Games,Lỗi Google Play Games,เชื่อมต่อ Google Play Games ไม่สำเร็จ,Google Play Games bağlantısı başarısız
Failed Google Play Achievements,You need to connect to Google Play Games\nto access the Achievements menu.,구글Play게임 서비스를 연결해야\n업적 메뉴를 이용할 수 있습니다.,Google Playゲームに接続して実績メニューを利用してください。,您需要连接Google Play游戏才能访问成就菜单。,您需要連接 Google Play 遊戲才能訪問成就選單。,Connectez-vous à Google Play Jeux pour accéder au menu des succès.,Conéctate a Google Play Games para acceder al menú de logros.,Connettiti a Google Play Games per accedere al menu dei successi.,"Verbinde dich mit Google Play Games, um auf das Erfolgsmenü zuzugreifen.",Conecte ao Google Play Games para conquistas.,Подключитесь к GPG для достижений.,Hubungkan GPG untuk pencapaian.,Kết nối GPG để xem thành tựu.,ต้องเชื่อมต่อ GPG เพื่อดูความสำเร็จ,Başarılar için Google Play Games'e bağlanmanız gerekiyor.
Failed Game Center Leaderboard,You need to connect to Game Center\nto access the Leaderboard menu.,Game Center를 연결해야\n랭킹 메뉴를 이용할 수 있습니다.,Game Centerに接続してランキングメニューを利用してください。,您需要连接Game Center才能访问排行榜菜单。,您需要連接 Game Center 才能訪問排行榜選單。,Connectez-vous à Game Center pour accéder au classement.,Conéctate a Game Center para acceder al menú de clasificación.,Connettiti a Game Center per accedere alla classifica.,"Verbinde dich mit dem Game Center, um auf die Bestenliste zuzugreifen.",Conecte ao Game Center para ranking.,Подключитесь к GC для таблицы лидеров.,Hubungkan Game Center untuk leaderboard.,Kết nối Game Center để xem bảng xếp hạng.,ต้องเชื่อมต่อ Game Center เพื่อดูอันดับ,Liderlik tablosu için Game Center'a bağlanmanız gerekiyor.
Failed Google Play Leaderboard,You need to connect to Google Play Games\nto access the Leaderboard menu.,구글Play게임 서비스를 연결해야\n랭킹 메뉴를 이용할 수 있습니다.,Google Playゲームに接続してランキングメニューを利用してください。,您需要连接Google Play游戏才能访问排行榜菜单。,您需要連接 Google Play 遊戲才能訪問排行榜選單。,Connectez-vous à Google Play Jeux pour accéder au classement.,Conéctate a Google Play Games para acceder al menú de clasificación.,Connettiti a Google Play Games per accedere alla classifica.,"Verbinde dich mit Google Play Games, um auf die Bestenliste zuzugreifen.",Conecte ao Google Play Games para ranking.,Подключитесь к GPG для таблицы лидеров.,Hubungkan GPG untuk leaderboard.,Kết nối GPG để xem bảng xếp hạng.,ต้องเชื่อมต่อ GPG เพื่อดูอันดับ,Liderlik tablosu için Google Play Games'e bağlanmanız gerekiyor.
Failed to link,Failed to link your account.\nPlease contact customer support.,계정연동에 실패했습니다.\n고객센터에 문의해주세요.,アカウント連携に失敗しました。\nサポートにお問い合わせください。,账户绑定失败。\n请联系客户服务。,帳號綁定失敗。\n請聯絡客服。,Échec de la liaison du compte.\nVeuillez contacter le support client.,Error al vincular la cuenta.\nContacta con atención al cliente.,Collegamento account non riuscito.\nContatta l’assistenza clienti.,Konto konnte nicht verknüpft werden.Bitte kontaktiere den Kundendienst.,Falha ao vincular.\nContate o suporte.,Ошибка привязки.\nСвяжитесь с поддержкой.,Gagal menautkan akun.\nHubungi layanan.,Lỗi liên kết tài khoản.\nLiên hệ hỗ trợ.,เชื่อมบัญชีไม่สำเร็จ\nโปรดติดต่อฝ่ายบริการ,Hesap bağlama başarısız.\nLütfen destekle iletişime geçin.
has been logged out,Your account has been logged out.\nThe game will restart.,사용계정이 로그아웃 되었습니다.\n게임이 다시 시작됩니다.,アカウントがログアウトされました。\nゲームが再起動します。,账户已登出。\n游戏将重新启动。,帳號已登出。\n遊戲將重新啟動。,Votre compte a été déconnecté.Le jeu va redémarrer.,Tu cuenta ha sido cerrada.El juego se reiniciará.,Il tuo account è stato disconnesso.\nIl gioco verrà riavviato.,Dein Konto wurde abgemeldet.Das Spiel wird neu gestartet.,Conta desconectada.\nReiniciando.,Аккаунт разлогинен.\nПерезапуск.,Akun terlogout.\nMemulai ulang.,Tài khoản đã đăng xuất.\nĐang khởi động lại.,บัญชีถูกออกจากระบบ\nกำลังรีสตาร์ต,Hesap çıkış yaptı.\nOyun yeniden başlatılıyor.
Faild log out,Failed to log out.\nPlease contact customer support.\n{0},로그아웃이 실패했습니다.\n고객센터에 문의해주세요.\n{0},ログアウトに失敗しました。\nサポートにお問い合わせください。{0},登出失败。\n请联系客户服务。\n{0},登出失敗。\n請聯絡客服。\n{0},Échec de la déconnexion.Veuillez contacter le support client.\n{0},Error al cerrar sesión.\nContacta con atención al cliente.\n{0},Disconnessione non riuscita.\nContatta l’assistenza clienti.\n{0},Abmeldung fehlgeschlagen.\nBitte kontaktiere den Kundendienst.\n{0},Falha ao sair.\nContate o suporte.\n{0},Ошибка выхода.\nСвяжитесь с поддержкой.\n{0},Gagal logout.\nHubungi layanan.\n{0},Lỗi đăng xuất.\nLiên hệ hỗ trợ.\n{0},ออกจากระบบไม่สำเร็จ\nโปรดติดต่อฝ่ายบริการ\n{0},Çıkış başarısız.\nLütfen destekle iletişime geçin.\n{0}
Please check network,This feature is only available online.\nPlease check your network connection\nand try again.,온라인 상태에서만\n가능합니다.\n네트워크 연결 후\n다시 진행해 주세요.,この機能はオンライン時のみ利用可能です。\nネットワーク接続を確認して再試行してください。,此功能仅在在线状态下可用。\n请检查网络连接后重试。,此功能僅在在線狀態下可用。\n請檢查網路連線後重試。,Cette fonction est disponible uniquement en ligne.\nVérifiez votre connexion réseau et réessayez.,Esta función solo está disponible en línea.\nVerifica tu conexión de red e inténtalo de nuevo.,Questa funzione è disponibile solo online.Controlla la connessione di rete e riprova.,Diese Funktion ist nur online verfügbar.\nBitte überprüfe deine Netzwerkverbindung und versuche es erneut.,Disponível somente online.,Доступно только онлайн.,Hanya tersedia online.,Chỉ khả dụng khi online.,ใช้งานได้เฉพาะออนไลน์,Bu özellik yalnızca çevrimiçi kullanılabilir.
Login failed,Login failed.\nPlease try again later.\n({0}),로그인에 실패했습니다.\n잠시 후 다시 시도해주세요.\n({0},ログインに失敗しました。\nしばらくしてから再試行してください。\n({0}),登录失败。\n请稍后重试。\n({0}),登入失敗。\n請稍後重試。\n({0}),Échec de la connexion.Veuillez réessayer plus tard.\n({0}),Error al iniciar sesión.Inténtalo más tarde.({0}),Accesso non riuscito.Riprova più tardi.\n({0}),Anmeldung fehlgeschlagen.Bitte versuche es später erneut.\n({0}),Falha ao entrar.\nTente mais tarde.\n({0}),Ошибка входа.\nПовторите позже.\n({0}),Gagal login.\nCoba lagi nanti.\n({0}),Lỗi đăng nhập.\nThử lại sau.\n({0}),เข้าสู่ระบบไม่สำเร็จ\nโปรดลองใหม่\n({0}),Giriş başarısız.\nLütfen daha sonra tekrar deneyin.\n({0})
Successfully linked,Successfully linked with {0}.,{0}으로\n연동 되었습니다.,{0}と連携しました。,已与 {0} 绑定。,已與 {0} 綁定。,Connecté avec succès à {0}.,Vinculado con éxito con {0}.,Collegato con successo con {0}.,Erfolgreich mit {0} verknüpft.,Vinculado com {0}.,Успешно привязано к {0}.,Berhasil ditautkan dengan {0}.,Đã liên kết với {0}.,เชื่อมบัญชีกับ {0} สำเร็จแล้ว,{0} ile başarıyla bağlandı.
Save your game,Proceed with <color=#FF8436>Account Linking</color>\nto safely save your game data.,<color=#FF8436>계정연동</color>을 진행하여\n게임정보를 안전하게 저장하세요.,<color=#FF8436>アカウント連携</color>を行い、\nゲームデータを安全に保存してください。,通过<color=#FF8436>账户绑定</color>来安全保存您的游戏数据。,透過<color=#FF8436>帳號綁定</color>來安全保存您的遊戲資料。,Procédez à la <color=#FF8436>liaison de compte</color> pour enregistrer vos données de jeu en toute sécurité.,Procede con la <color=#FF8436>vinculación de cuenta</color> para guardar tus datos de forma segura.,Procedi con la <color=#FF8436>collegamento account</color> per salvare i dati di gioco in modo sicuro.,"Führe die <color=#FF8436>Konto-Verknüpfung</color> durch, um deine Spieldaten sicher zu speichern.",Prossiga com <color=#FF8436>Vincular Conta</color> para salvar seus dados.,Продолжить <color=#FF8436>привязку аккаунта</color>\nдля защиты данных.,Lanjutkan <color=#FF8436>Penautan Akun</color>\nuntuk menyimpan data.,Tiếp tục <color=#FF8436>Liên kết Tài khoản</color>\nđể lưu dữ liệu an toàn.,ดำเนินการ <color=#FF8436>เชื่อมบัญชี</color>\nเพื่อบันทึกข้อมูลอย่างปลอดภัย,Oyun verilerinizi güvenli biçimde saklamak için\n<color=#FF8436>Hesap Bağlama</color> kullanın.
Remove Ads,Remove Ads,광고 제거,広告削除,移除广告,移除廣告,Supprimer les publicités,Eliminar anuncios,Rimuovi annunci,Werbung entfernen,Remover Anúncios,Убрать рекламу,Hapus Iklan,Gỡ quảng cáo,ลบโฆษณา,Reklamları Kaldır
Remove Message1,Do you want to remone ads?,광고를 제거하시겠습니까?,広告を削除しますか？,是否要移除广告？,是否要移除廣告？,Voulez-vous supprimer les publicités ?,¿Quieres eliminar los anuncios?,Vuoi rimuovere gli annunci?,Möchtest du die Werbung entfernen?,Remover anúncios?,Убрать рекламу?,Hapus iklan?,Gỡ quảng cáo?,ลบโฆษณาหรือไม่?,Reklamlar kaldırılsın mı?
Remove Message2,(Removes ads that appear during gameplay.),(게임 중간에 나오는 광고를 제거합니다.),（プレイ中に表示される広告を削除します。）,（移除游戏过程中出现的广告。）,（移除遊戲過程中出現的廣告。）,(Supprime les publicités affichées pendant le jeu.),(Elimina los anuncios que aparecen durante el juego.),(Rimuove gli annunci che compaiono durante il gioco.),"(Entfernt Werbung, die während des Spiels angezeigt wird.)",(Remove anúncios durante o jogo.),(Убирает рекламу во время игры.),(Menghapus iklan saat bermain.),(Gỡ quảng cáo trong khi chơi.),(ลบโฆษณาระหว่างการเล่น),(Oyun sırasında çıkan reklamları kaldırır.)
Later,Later,나중에,後で,稍后,稍後,Plus tard,Más tarde,Più tardi,Später,Depois,Позже,Nanti,Để sau,ภายหลัง,Daha sonra
IAPInitError,In-app initialization error.\nPurchases are currently unavailable.,인앱 초기화 오류입니다.\n지금은 구매 할 수 없습니다.,アプリ内購入の初期化エラーです。\n現在は購入できません。,应用内购买初始化错误。\n目前无法购买。,應用內購買初始化錯誤。\n目前無法購買。,Erreur d’initialisation des achats intégrés.\nL’achat est actuellement indisponible.,Error de inicialización de compra integrada.\nNo se puede comprar en este momento.,Errore di inizializzazione degli acquisti in-app.\nAl momento non è possibile acquistare.,In-App-Kauf-Initialisierungsfehler.\nDer Kauf ist derzeit nicht möglich.,Erro de inicialização.\nCompras indisponíveis.,Ошибка инициализации.\nПокупки недоступны.,Kesalahan inisialisasi.\nPembelian tidak tersedia.,Lỗi khởi tạo.\nKhông thể mua hàng.,ข้อผิดพลาดในการเริ่มต้น\nไม่สามารถซื้อได้,Başlatma hatası.\nSatın alma şu anda kullanılamıyor.
IAPError,In-app error.\nPurchases are currently unavailable.,인앱 오류입니다.\n지금은 구매 할 수 없습니다.,アプリ内購入エラーです。\n現在は購入できません。,应用内购买错误。\n目前无法购买。,應用內購買錯誤。\n目前無法購買。,Erreur d’achat intégré.\nL’achat est actuellement indisponible.,Error de compra integrada.\nNo se puede comprar en este momento.,Errore di acquisto in-app.\nAl momento non è possibile acquistare.,In-App-Kauffehler.\nDer Kauf ist derzeit nicht möglich.,Erro interno.\nCompras indisponíveis.,Ошибка системы.\nПокупки недоступны.,Kesalahan sistem.\nPembelian tidak tersedia.,Lỗi hệ thống.\nKhông thể mua hàng.,ข้อผิดพลาดระบบ\nไม่สามารถซื้อได้,Sistem hatası.\nSatın alma şu anda kullanılamıyor.
NotEnoughGold,Not enough gold.,골드가 부족합니다.,ゴールドが足りません。,金币不足。,金幣不足。,Pas assez d’or.,No hay suficiente oro.,Oro insufficiente.,Nicht genug Gold.,Ouro insuficiente.,Недостаточно золота.,Emas tidak cukup.,Không đủ vàng.,ทองไม่พอ,Yetersiz altın.
NotEnoughTicket,Not enough tickets.,티켓이 부족합니다.,チケットが足りません。,门票不足。,門票不足。,Pas assez de tickets.,No hay suficientes boletos.,Biglietti insufficienti.,Nicht genug Tickets.,Tickets insuficientes.,Недостаточно билетов.,Tiket tidak cukup.,Không đủ vé.,ตั๋วไม่พอ,Yetersiz bilet.
AdsFreeComplete,Enjoy the game without ads during gameplay.,게임 중간에 나오는 광고 없이 게임을 즐기실 수 있습니다.,ゲームの途中に表示される広告なしでプレイを楽しめます。,在没有游戏中插播广告的情况下尽情享受游戏。,在沒有遊戲中插播廣告的情況下盡情享受遊戲。,Profitez du jeu sans publicités pendant les parties.,Disfruta del juego sin anuncios durante las partidas.,Goditi il gioco senza pubblicità durante le partite.,Genieße das Spiel ohne Werbung während des Spielverlaufs.,Jogue sem anúncios.,Играйте без рекламы.,Nikmati game tanpa iklan.,Chơi không quảng cáo.,สนุกกับเกมแบบไม่มีโฆษณา,Oyun sırasında reklamsız oynayın.
StageFailed,Stage Failed!,스테이지 실패!,ステージ失敗！,关卡失败！,關卡失敗！,Échec du niveau !,¡Nivel fallido!,Livello fallito!,Stufe fehlgeschlagen!,Falha na Fase!,Уровень провален!,Stage Gagal!,Thua màn!,ด่านล้มเหลว!,Bölüm Başarısız!
TryAgain,Try again.,다시 시도하기,もう一度挑戦。,再试一次。,再試一次。,Réessayer.,Inténtalo de nuevo.,Riprova.,Erneut versuchen.,Tente novamente.,Попробовать снова.,Coba lagi.,Thử lại.,ลองอีกครั้ง,Tekrar dene.
Stage,Stage {0},스테이지 {0},ステージ {0},关卡 {0},關卡 {0},Niveau {0},Etapa {0},Livello {0},Stufe {0},Fase {0},Уровень {0},Stage {0},Màn {0},ด่าน {0},Bölüm {0}
BossStage,Boss Stage,보스 스테이지,ボスステージ,Boss关卡,Boss關卡,Niveau Boss,Etapa Jefe,Livello Boss,Boss-Stufe,Fase Boss,Босс-уровень,Stage Boss,Màn Boss,ด่านบอส,Boss Bölümü
NoReward,No reward,보상 없음,報酬なし,无奖励,無獎勵,Pas de récompense,Sin recompensa,Nessuna ricompensa,Keine Belohnung,Sem recompensa,Нет награды,Tidak ada hadiah,Không có thưởng,ไม่มีรางวัล,Ödül yok
AlreadyReward,Reward already claimed.,이미 보상을 받은 스테이지입니다.,すでに報酬を受け取りました。,已领取奖励。,已領取獎勵。,Récompense déjà reçue.,Recompensa ya recibida.,Ricompensa già ricevuta.,Belohnung bereits erhalten.,Recompensa já coletada.,Награда уже получена.,Hadiah sudah diklaim.,Thưởng đã nhận.,รับรางวัลแล้ว,Ödül zaten alındı.
Continue,Continue,계속하기,続ける,继续,繼續,Continuer,Continuar,Continua,Fortsetzen,Continuar,Продолжить,Lanjut,Tiếp tục,ดำเนินการต่อ,Devam
